epoch,totalError,accuracy
1,0.5021278645056807,0.49714285714285716
2,0.5021226680821146,0.49714285714285716
3,0.5021173965372947,0.49714285714285716
4,0.5021120482271673,0.49714285714285716
5,0.5021066214593144,0.49714285714285716
6,0.5021011144911628,0.49714285714285716
7,0.5020955255281089,0.49714285714285716
8,0.5020898527215641,0.49714285714285716
9,0.5020840941669079,0.49714285714285716
10,0.5020782479013489,0.49714285714285716
11,0.502072311901683,0.49714285714285716
12,0.5020662840819544,0.49714285714285716
13,0.5020601622910014,0.49714285714285716
14,0.5020539443098867,0.49714285714285716
15,0.5020476278492068,0.49714285714285716
16,0.5020412105462734,0.49714285714285716
17,0.5020346899621518,0.49714285714285716
18,0.5020280635785664,0.49714285714285716
19,0.502021328794639,0.49714285714285716
20,0.50201448292348,0.49714285714285716
21,0.5020075231885982,0.49714285714285716
22,0.5020004467201324,0.49714285714285716
23,0.5019932505508982,0.49714285714285716
24,0.5019859316122188,0.49714285714285716
25,0.5019784867295525,0.49714285714285716
26,0.501970912617883,0.49714285714285716
27,0.5019632058768725,0.49714285714285716
28,0.5019553629857535,0.49714285714285716
29,0.501947380297951,0.49714285714285716
30,0.5019392540354084,0.49714285714285716
31,0.5019309802826074,0.49714285714285716
32,0.5019225549802568,0.49714285714285716
33,0.5019139739186348,0.49714285714285716
34,0.5019052327305455,0.49714285714285716
35,0.5018963268838958,0.49714285714285716
36,0.5018872516738261,0.49714285714285716
37,0.5018780022144064,0.49714285714285716
38,0.501868573429831,0.49714285714285716
39,0.5018589600451079,0.49714285714285716
40,0.5018491565761886,0.49714285714285716
41,0.5018391573195073,0.49714285714285716
42,0.5018289563408803,0.49714285714285716
43,0.5018185474637336,0.49714285714285716
44,0.5018079242565952,0.49714285714285716
45,0.5017970800198094,0.49714285714285716
46,0.5017860077714048,0.49714285714285716
47,0.5017747002320683,0.49714285714285716
48,0.5017631498091415,0.49714285714285716
49,0.5017513485795756,0.49714285714285716
50,0.5017392882717622,0.49714285714285716
51,0.5017269602461488,0.49714285714285716
52,0.5017143554745505,0.49714285714285716
53,0.5017014645180425,0.49714285714285716
54,0.5016882775033401,0.49714285714285716
55,0.5016747840975119,0.49714285714285716
56,0.5016609734809201,0.49714285714285716
57,0.5016468343182224,0.49714285714285716
58,0.5016323547272709,0.49714285714285716
59,0.5016175222457421,0.49714285714285716
60,0.5016023237952862,0.49714285714285716
61,0.5015867456429858,0.49714285714285716
62,0.5015707733598892,0.49714285714285716
63,0.5015543917763472,0.49714285714285716
64,0.5015375849338681,0.49714285714285716
65,0.5015203360331684,0.49714285714285716
66,0.5015026273780651,0.49714285714285716
67,0.5014844403148158,0.49714285714285716
68,0.5014657551664642,0.49714285714285716
69,0.5014465511617174,0.49714285714285716
70,0.5014268063577993,0.49714285714285716
71,0.5014064975566989,0.49714285714285716
72,0.5013856002141182,0.49714285714285716
73,0.5013640883403838,0.49714285714285716
74,0.5013419343924891,0.49714285714285716
75,0.501319109156296,0.49714285714285716
76,0.5012955816178739,0.49714285714285716
77,0.5012713188227613,0.49714285714285716
78,0.5012462857218144,0.49714285714285716
79,0.5012204450021329,0.49714285714285716
80,0.5011937569013469,0.49714285714285716
81,0.501166179003319,0.49714285714285716
82,0.5011376660130659,0.49714285714285716
83,0.5011081695083835,0.49714285714285716
84,0.5010776376653187,0.49714285714285716
85,0.5010460149542151,0.49714285714285716
86,0.5010132418025935,0.49714285714285716
87,0.5009792542205673,0.49714285714285716
88,0.500943983383841,0.49714285714285716
89,0.5009073551685909,0.49714285714285716
90,0.500869289631622,0.49714285714285716
91,0.5008297004281461,0.49714285714285716
92,0.5007884941582782,0.49714285714285716
93,0.5007455696318539,0.49714285714285716
94,0.5007008170394254,0.49714285714285716
95,0.5006541170151667,0.49714285714285716
96,0.5006053395748897,0.49714285714285716
97,0.5005543429093319,0.49714285714285716
98,0.5005009720091861,0.49714285714285716
99,0.50044505709387,0.49714285714285716
100,0.5003864118105845,0.49714285714285716
101,0.5003248311635413,0.49714285714285716
102,0.5002600891250197,0.49714285714285716
103,0.5001919358697825,0.49714285714285716
104,0.5001200945617692,0.49714285714285716
105,0.5000442576062457,0.49714285714285716
106,0.4999640822608296,0.49714285714285716
107,0.4998791854738153,0.49714285714285716
108,0.4997891377864972,0.49714285714285716
109,0.4996934560955382,0.49714285714285716
110,0.4995915950190799,0.49714285714285716
111,0.49948293654234865,0.49714285714285716
112,0.49936677752959385,0.49714285714285716
113,0.4992423145719591,0.49714285714285716
114,0.49910862548487783,0.49714285714285716
115,0.4989646465590565,0.49714285714285716
116,0.4988091443849097,0.49714285714285716
117,0.49864068068064105,0.49714285714285716
118,0.4984575680138311,0.49714285714285716
119,0.49825781354773574,0.49714285714285716
120,0.49803904686430195,0.49714285714285716
121,0.4977984263583207,0.49714285714285716
122,0.49753251641415547,0.49714285714285716
123,0.4972371241729007,0.49714285714285716
124,0.4969070795291013,0.49714285714285716
125,0.4965359339857242,0.49714285714285716
126,0.4961155413008101,0.49714285714285716
127,0.4956354622340193,0.49714285714285716
128,0.49508210125420304,0.49714285714285716
129,0.4944374237269944,0.49714285714285716
130,0.4936769962323073,0.49714285714285716
131,0.4927668961111101,0.49714285714285716
132,0.49165865434892614,0.49714285714285716
133,0.4902806129992832,0.49714285714285716
134,0.4885223703779662,0.49714285714285716
135,0.4862049732870894,0.49714285714285716
136,0.4830191921214348,0.49714285714285716
137,0.478384540992724,0.49714285714285716
138,0.47108363642206474,0.49714285714285716
139,0.4581402885998697,0.49714285714285716
140,0.4305621920828783,0.49714285714285716
141,0.3561526114067445,0.49714285714285716
142,0.23256437144797315,0.49714285714285716
143,0.2102246625414101,0.7742857142857142
144,0.20833932211326808,0.82
145,0.20696312076770085,0.8371428571428572
146,0.20558702902704465,0.8371428571428572
147,0.20422121597886916,0.8371428571428572
148,0.20286962166525643,0.8428571428571429
149,0.20153283410824982,0.8457142857142858
150,0.2002108437665798,0.8457142857142858
151,0.19890354274666427,0.8457142857142858
152,0.19761080587386415,0.8514285714285714
153,0.1963325037131963,0.8571428571428571
154,0.1950685047632189,0.8628571428571429
155,0.19381867593628607,0.8742857142857143
156,0.19258288276481664,0.8857142857142857
157,0.19136098955989164,0.9
