epoch,totalError,accuracy
1,0.6216327282841493,0.36082474226804123
2,0.6199642256083033,0.36082474226804123
3,0.6179369307924859,0.36082474226804123
4,0.6154217940033744,0.36082474226804123
5,0.6122204235618726,0.36082474226804123
6,0.6080124230900648,0.36082474226804123
7,0.6022478913094703,0.36082474226804123
8,0.5939083785700716,0.36082474226804123
9,0.5809195574142884,0.36082474226804123
10,0.5585574345155626,0.36082474226804123
11,0.5151080169120683,0.36082474226804123
12,0.4269331980548017,0.3628865979381443
13,0.2986154110745478,0.488659793814433
14,0.1981065246840298,0.688659793814433
15,0.14832239188551394,0.7670103092783506
16,0.1270610093472978,0.8597938144329897
17,0.1198177658411586,0.8618556701030928
18,0.11681271747321728,0.8577319587628865
19,0.11499862683520096,0.8639175257731959
20,0.11354778593609348,0.8680412371134021
21,0.11224850713366934,0.8701030927835052
22,0.11104220963432912,0.8701030927835052
23,0.10990823333335954,0.8721649484536083
24,0.1088363003184984,0.8742268041237113
25,0.10781959206451991,0.8762886597938144
26,0.10685279072268443,0.8742268041237113
27,0.10593142341109457,0.8762886597938144
28,0.10505159672081266,0.8783505154639175
29,0.1042098665904005,0.8804123711340206
30,0.10340316188319258,0.8865979381443299
31,0.1026287319961126,0.8886597938144329
32,0.10188410666950667,0.8907216494845361
33,0.1011670629468933,0.8886597938144329
34,0.10047559697527893,0.8907216494845361
35,0.09980789948459205,0.8907216494845361
36,0.09916233427820768,0.8927835051546392
37,0.09853741928753226,0.8927835051546392
38,0.09793180985122901,0.8927835051546392
39,0.09734428394008986,0.8927835051546392
40,0.0967737290889364,0.8927835051546392
41,0.09621913082808792,0.8927835051546392
42,0.09567956243306687,0.8927835051546392
43,0.09515417583389742,0.8948453608247423
44,0.09464219354524181,0.8948453608247423
45,0.0941429014960433,0.8948453608247423
46,0.09365564265256673,0.8948453608247423
47,0.09317981134197972,0.8948453608247423
48,0.09271484819513352,0.8948453608247423
49,0.09226023563720195,0.8948453608247423
50,0.09181549386353208,0.8948453608247423
51,0.0913801772456082,0.8948453608247423
52,0.09095387111862228,0.8948453608247423
53,0.09053618890787611,0.8989690721649485
54,0.0901267695562788,0.8969072164948454
55,0.08972527521958044,0.8969072164948454
56,0.08933138919985913,0.8969072164948454
57,0.08894481409115805,0.8969072164948454
58,0.08856527011415269,0.8989690721649485
59,0.08819249361936154,0.9010309278350516
60,0.08782623574072207,0.9010309278350516
61,0.08746626118340595,0.9010309278350516
62,0.0871123471315537,0.9010309278350516
63,0.08676428226320121,0.9010309278350516
