epoch,totalError,accuracy
1,0.5020013009603157,0.49714285714285716
2,0.5019939172126204,0.49714285714285716
3,0.5019864041219709,0.49714285714285716
4,0.5019787582544429,0.49714285714285716
5,0.5019709760534147,0.49714285714285716
6,0.5019630538340315,0.49714285714285716
7,0.5019549877773787,0.49714285714285716
8,0.5019467739243259,0.49714285714285716
9,0.5019384081690308,0.49714285714285716
10,0.5019298862520816,0.49714285714285716
11,0.5019212037532478,0.49714285714285716
12,0.501912356083816,0.49714285714285716
13,0.5019033384784882,0.49714285714285716
14,0.5018941459868023,0.49714285714285716
15,0.5018847734640485,0.49714285714285716
16,0.5018752155616519,0.49714285714285716
17,0.5018654667169687,0.49714285714285716
18,0.501855521142469,0.49714285714285716
19,0.5018453728142596,0.49714285714285716
20,0.5018350154598877,0.49714285714285716
21,0.501824442545391,0.49714285714285716
22,0.5018136472615236,0.49714285714285716
23,0.5018026225091093,0.49714285714285716
24,0.501791360883438,0.49714285714285716
25,0.5017798546576562,0.49714285714285716
26,0.5017680957650545,0.49714285714285716
27,0.501756075780176,0.49714285714285716
28,0.5017437858986507,0.49714285714285716
29,0.5017312169156554,0.49714285714285716
30,0.5017183592028845,0.49714285714285716
31,0.5017052026839202,0.49714285714285716
32,0.5016917368078513,0.49714285714285716
33,0.5016779505210225,0.49714285714285716
34,0.5016638322367288,0.49714285714285716
35,0.5016493698026985,0.49714285714285716
36,0.5016345504661647,0.49714285714285716
37,0.501619360836314,0.49714285714285716
38,0.5016037868438896,0.49714285714285716
39,0.5015878136976816,0.49714285714285716
40,0.5015714258376254,0.49714285714285716
41,0.5015546068841991,0.49714285714285716
42,0.5015373395837777,0.49714285714285716
43,0.5015196057495424,0.49714285714285716
44,0.5015013861975514,0.49714285714285716
45,0.5014826606774672,0.49714285714285716
46,0.5014634077974418,0.49714285714285716
47,0.5014436049425589,0.49714285714285716
48,0.5014232281861859,0.49714285714285716
49,0.5014022521935084,0.49714285714285716
50,0.501380650116424,0.49714285714285716
51,0.5013583934788921,0.49714285714285716
52,0.5013354520516933,0.49714285714285716
53,0.5013117937154643,0.49714285714285716
54,0.5012873843106868,0.49714285714285716
55,0.5012621874731754,0.49714285714285716
56,0.5012361644533827,0.49714285714285716
57,0.5012092739176642,0.49714285714285716
58,0.5011814717293341,0.49714285714285716
59,0.5011527107070997,0.49714285714285716
60,0.5011229403580957,0.49714285714285716
61,0.5010921065823336,0.49714285714285716
62,0.5010601513449578,0.49714285714285716
63,0.5010270123121342,0.49714285714285716
64,0.500992622445763,0.49714285714285716
65,0.5009569095515098,0.49714285714285716
66,0.5009197957737445,0.49714285714285716
67,0.5008811970299863,0.49714285714285716
68,0.500841022376224,0.49714285714285716
69,0.5007991732930648,0.49714285714285716
70,0.5007555428809637,0.49714285714285716
71,0.5007100149507279,0.49714285714285716
72,0.5006624629930726,0.49714285714285716
73,0.5006127490080551,0.49714285714285716
74,0.5005607221716613,0.49714285714285716
75,0.5005062173125311,0.49714285714285716
76,0.5004490531665248,0.49714285714285716
77,0.5003890303704734,0.49714285714285716
78,0.5003259291485073,0.49714285714285716
79,0.5002595066346599,0.49714285714285716
80,0.5001894937633223,0.49714285714285716
81,0.5001155916440466,0.49714285714285716
82,0.5000374673182549,0.49714285714285716
83,0.4999547487714922,0.49714285714285716
84,0.499867019044529,0.49714285714285716
85,0.4997738092477762,0.49714285714285716
86,0.499674590233563,0.49714285714285716
87,0.4995687626160486,0.49714285714285716
88,0.49945564474397375,0.49714285714285716
89,0.49933445812003413,0.49714285714285716
90,0.4992043096127038,0.49714285714285716
91,0.4990641696079131,0.49714285714285716
92,0.49891284497940425,0.49714285714285716
93,0.49874894538911063,0.49714285714285716
94,0.4985708409205258,0.49714285714285716
95,0.4983766083361094,0.49714285714285716
96,0.4981639622399408,0.49714285714285716
97,0.4979301659740904,0.49714285714285716
98,0.49767191495549296,0.49714285714285716
99,0.4973851820098489,0.49714285714285716
100,0.4970650094970314,0.49714285714285716
101,0.49670522568107367,0.49714285714285716
102,0.49629805123274445,0.49714285714285716
103,0.49583354309478084,0.49714285714285716
104,0.4952987920316844,0.49714285714285716
105,0.49467673745121876,0.49714285714285716
106,0.4939443700801928,0.49714285714285716
107,0.49306992279917655,0.49714285714285716
108,0.4920083246335864,0.49714285714285716
109,0.490693540353708,0.49714285714285716
110,0.48902503333445113,0.49714285714285716
111,0.486842451672021,0.49714285714285716
112,0.48387496382267225,0.49714285714285716
113,0.47963116510905063,0.49714285714285716
114,0.47313503109327515,0.49714285714285716
115,0.4622189963134966,0.49714285714285716
116,0.44149763318382157,0.49714285714285716
117,0.39879272048820885,0.49714285714285716
118,0.3400274838241766,0.49714285714285716
119,0.31659369979534907,0.4657142857142857
120,0.31172238886849984,0.37142857142857144
121,0.3092736754051581,0.32571428571428573
122,0.30704719437936845,0.32571428571428573
123,0.30484164571119515,0.32571428571428573
124,0.302644463156998,0.32571428571428573
125,0.3004568374702925,0.32571428571428573
126,0.29827986084938346,0.32571428571428573
127,0.29611416921281764,0.31142857142857144
128,0.29396020810289686,0.32285714285714284
129,0.2918183505933929,0.32857142857142857
130,0.2896889369245843,0.32857142857142857
131,0.2875722869680165,0.34285714285714286
132,0.28546870412893893,0.35714285714285715
133,0.2833784766542222,0.37142857142857144
134,0.2813018781735756,0.3742857142857143
135,0.27923916801931714,0.3742857142857143
136,0.27719059148415337,0.3742857142857143
137,0.27515638006294735,0.3742857142857143
138,0.2731367516917109,0.3742857142857143
139,0.2711319109877267,0.3742857142857143
140,0.269142049492078,0.3742857142857143
141,0.2671673459150771,0.3742857142857143
142,0.2652079663848223,0.3742857142857143
143,0.2632640646989849,0.37714285714285717
144,0.2613357825798656,0.3942857142857143
145,0.259423249932672,0.4085714285714286
146,0.25752658510693494,0.43142857142857144
147,0.2556458951609204,0.43142857142857144
148,0.2537812761288548,0.43142857142857144
149,0.2519328132907439,0.44857142857142857
150,0.2501005814445262,0.48
151,0.24828464518028706,0.4857142857142857
152,0.24648505915622312,0.49142857142857144
153,0.24470186837603317,0.49142857142857144
154,0.24293510846739919,0.5142857142857142
155,0.24118480596120487,0.5314285714285715
156,0.2394509785711356,0.56
157,0.23773363547329587,0.5742857142857143
158,0.2360327775854796,0.58
159,0.23434839784573572,0.6028571428571429
160,0.23268048148986184,0.62
161,0.23102900632748152,0.6314285714285715
162,0.2293939430163534,0.6485714285714286
163,0.22777525533458093,0.6685714285714286
164,0.2261729004503984,0.6828571428571428
165,0.22458682918921524,0.6857142857142857
166,0.2230169862976343,0.6971428571428572
167,0.22146331070414396,0.7
