epoch,totalError,accuracy
1,0.5027925025617189,0.49714285714285716
2,0.5027883201032337,0.49714285714285716
3,0.5027835537796776,0.49714285714285716
4,0.5027780717462489,0.49714285714285716
5,0.5027716991602068,0.49714285714285716
6,0.5027641990768128,0.49714285714285716
7,0.5027552421582364,0.49714285714285716
8,0.5027443567213747,0.49714285714285716
9,0.5027308424207738,0.49714285714285716
10,0.5027136123952003,0.49714285714285716
11,0.5026908835751329,0.49714285714285716
12,0.5026595120876666,0.49714285714285716
13,0.5026133868160068,0.49714285714285716
14,0.5025388407207352,0.49714285714285716
15,0.502397718365778,0.49714285714285716
16,0.5020277944047616,0.49714285714285716
17,0.49844715003242934,0.49714285714285716
18,0.3156938258909146,0.5028571428571429
19,0.23312384580673604,0.5285714285714286
20,0.19021999482239957,0.6628571428571428
21,0.16412192286386423,0.7085714285714285
22,0.14611696796588963,0.74
23,0.13274323546380096,0.7542857142857143
24,0.1223152288803747,0.7942857142857143
25,0.11389921028848239,0.8371428571428572
26,0.10692965620511702,0.8485714285714285
27,0.10104070772619282,0.8571428571428571
28,0.0959835984653695,0.8657142857142858
29,0.09158252491780411,0.8771428571428571
30,0.08770934111430566,0.8857142857142857
31,0.08426821490547802,0.8857142857142857
32,0.08118590378860088,0.8857142857142857
33,0.07840536812876431,0.8828571428571429
34,0.07588145031779911,0.8857142857142857
35,0.07357787702462582,0.8914285714285715
36,0.07146513330785957,0.8971428571428571
37,0.06951892548430628,0.8971428571428571
38,0.06771905018835181,0.8971428571428571
39,0.06604854906738043,0.8971428571428571
40,0.06449306782743303,0.8971428571428571
41,0.06304036378929027,0.8971428571428571
42,0.061679922941995695,0.9
43,0.06040265881237898,0.9028571428571428
44,0.059200673226980284,0.9028571428571428
45,0.05806706443512666,0.9057142857142857
46,0.056995771862855614,0.9085714285714286
47,0.055981449481932545,0.9085714285714286
48,0.05501936174062752,0.9114285714285715
49,0.05410529743816874,0.9114285714285715
50,0.05323549798580236,0.9114285714285715
51,0.05240659728993964,0.9142857142857143
52,0.051615571090561675,0.9142857142857143
53,0.05085969404299321,0.9142857142857143
54,0.05013650318041851,0.9171428571428571
55,0.04944376666487376,0.9171428571428571
56,0.04877945694533972,0.9171428571428571
57,0.048141727607293336,0.92
58,0.047528893329211314,0.92
59,0.04693941246596624,0.9228571428571428
60,0.046371871862781903,0.9228571428571428
61,0.04582497357089343,0.9228571428571428
62,0.04529752319078652,0.9228571428571428
63,0.04478841961347506,0.9228571428571428
64,0.044296645966816026,0.9228571428571428
65,0.043821261603921205,0.9228571428571428
66,0.043361394995582295,0.9228571428571428
67,0.042916237409273084,0.9228571428571428
68,0.042485037274504006,0.9228571428571428
69,0.04206709514869964,0.9228571428571428
70,0.041661759209894164,0.9228571428571428
71,0.04126842121272847,0.9228571428571428
72,0.040886512852878656,0.9228571428571428
73,0.04051550249237676,0.9228571428571428
74,0.04015489220451875,0.9228571428571428
75,0.039804215102398254,0.9228571428571428
76,0.03946303291966053,0.9228571428571428
77,0.03913093381600179,0.9228571428571428
78,0.038807530383307816,0.9257142857142857
79,0.03849245783125545,0.9257142857142857
80,0.038185372333708854,0.9257142857142857
81,0.03788594951945096,0.9257142857142857
82,0.03759388309267518,0.9285714285714286
83,0.0373088835703398,0.9285714285714286
84,0.037030677124928364,0.9285714285714286
85,0.03675900452242538,0.9285714285714286
86,0.03649362014643983,0.9314285714285714
87,0.03623429110037533,0.9314285714285714
88,0.035980796380412794,0.9342857142857143
89,0.03573292611283127,0.9371428571428572
90,0.0354904808498524,0.9371428571428572
91,0.035253270918807915,0.9371428571428572
92,0.03502111581992952,0.9371428571428572
93,0.03479384366855123,0.94
94,0.034571290677912814,0.94
95,0.03435330067912996,0.94
96,0.03413972467522998,0.94
97,0.03393042042643299,0.94
98,0.03372525206414165,0.9428571428571428
99,0.033524089731318464,0.9457142857142857
100,0.03332680924715679,0.9457142857142857
101,0.03313329179413148,0.9457142857142857
102,0.03294342362569337,0.9457142857142857
103,0.03275709579302035,0.9457142857142857
104,0.03257420388937994,0.9457142857142857
105,0.032394647810776986,0.9457142857142857
106,0.03221833153168834,0.9485714285714286
107,0.03204516289476463,0.9485714285714286
108,0.03187505341349881,0.9485714285714286
109,0.03170791808692279,0.9485714285714286
110,0.03154367522548117,0.9485714285714286
111,0.03138224628729987,0.9485714285714286
112,0.031223555724125152,0.9485714285714286
113,0.031067530836269123,0.9485714285714286
114,0.03091410163595274,0.9514285714285714
115,0.030763200718478066,0.9542857142857143
116,0.030614763140709385,0.9542857142857143
117,0.03046872630638283,0.9542857142857143
118,0.030325029857800584,0.9542857142857143
119,0.0301836155734922,0.9542857142857143
120,0.030044427271468076,0.9542857142857143
121,0.029907410717707777,0.9542857142857143
122,0.0297725135395539,0.9542857142857143
123,0.029639685143710053,0.9542857142857143
124,0.02950887663855946,0.9542857142857143
125,0.029380040760537886,0.9542857142857143
126,0.029253131804317937,0.9542857142857143
127,0.029128105556580297,0.9542857142857143
128,0.029004919233152324,0.9542857142857143
129,0.028883531419322088,0.9542857142857143
130,0.028763902013140285,0.9542857142857143
131,0.02864599217153698,0.9542857142857143
132,0.028529764259095477,0.9542857142857143
133,0.02841518179932585,0.9571428571428572
134,0.028302209428306746,0.96
135,0.028190812850553682,0.96
136,0.028080958796995868,0.9628571428571429
137,0.027972614984946666,0.9628571428571429
138,0.027865750079954624,0.9657142857142857
139,0.027760333659435983,0.9685714285714285
140,0.027656336177992565,0.9685714285714285
141,0.027553728934326775,0.9685714285714285
142,0.027452484039664864,0.9685714285714285
143,0.027352574387613786,0.9685714285714285
144,0.02725397362537458,0.9714285714285714
